date,close
2016/02/27,3128.57
2016/02/27,2684.83
2016/02/27,1874.76
2016/02/26,4994.66
2016/02/26,4334.75
2016/02/26,1949.90
2016/02/26,1844.82
2016/02/26,1461.37
2016/02/25,932.32
2016/02/25,2943.36
2016/02/25,2134.56
2016/02/24,860.16
2016/02/23,4319.48
2016/02/23,1774.99
2016/02/22,996.39
2016/02/22,373.34
2016/02/21,3968.74
2016/02/20,4598.69
2016/02/20,3358.88
2016/02/19,525.92
2016/02/19,2701.69
2016/02/18,2781.55
2016/02/16,3565.34
2016/02/15,4615.55
2016/02/15,3882.35
2016/02/15,2289.84
2016/02/15,1158.31
2016/02/14,3309.68
2016/02/12,4604.83
2016/02/12,4552.04
2016/02/10,4303.04
2016/02/10,414.57
2016/02/10,3609.78
2016/02/10,1647.21
2016/02/10,1642.28
2016/02/09,801.35
2016/02/09,56.23
2016/02/09,1376.78
2016/02/08,774.26
2016/02/08,57.40
2016/02/08,4204.14
2016/02/06,4531.32
2016/02/06,3319.12
2016/02/06,3204.65
2016/02/05,3662.49
2016/02/05,1941.50
2016/02/05,1822.51
2016/02/05,1207.45
2016/02/04,4289.64
2016/02/03,4483.47
2016/02/03,2643.59
2016/02/02,4747.90
2016/02/02,2097.16
2016/02/02,1159.53
2016/02/01,2167.66
2016/01/31,2371.70
2016/01/30,1624.37
2016/01/29,4203.86
2016/01/29,398.63
2016/01/29,2789.49
2016/01/29,2020.55
2016/01/29,1622.81
2016/01/28,643.40
2016/01/27,4281.45
2016/01/27,148.98
2016/01/26,4007.09
2016/01/26,3393.60
2016/01/26,3338.01
2016/01/25,4155.41
2016/01/25,3795.27
2016/01/25,31.24
2016/01/24,3136.09
2016/01/24,2689.45
2016/01/24,2265.96
2016/01/22,989.51
2016/01/22,4414.07
2016/01/22,2596.73
2016/01/22,1590.86
2016/01/21,4724.02
2016/01/21,3838.06
2016/01/21,3734.24
2016/01/21,2810.67
2016/01/21,2052.89
2016/01/21,110.23
2016/01/20,4683.12
2016/01/20,3797.03
2016/01/19,3567.60
2016/01/19,3195.38
2016/01/18,4646.93
2016/01/18,1586.73
2016/01/17,3746.57
2016/01/17,3564.92
2016/01/17,2398.67
2016/01/17,2224.85
2016/01/16,3900.29
2016/01/15,150.39
2016/01/14,2361.78
2016/01/12,3894.35
2016/01/11,889.75
2016/01/11,4320.48
2016/01/11,388.62
2016/01/11,2981.20
2016/01/11,1554.87
2016/01/08,747.30
2016/01/07,3441.28
2016/01/07,199.58
2016/01/07,1146.94
2016/01/06,4380.08
2016/01/05,872.21
2016/01/05,4746.70
2016/01/05,1186.69
2016/01/04,895.21
2016/01/04,751.96
2016/01/04,2446.72
2016/01/04,228.56
2016/01/04,1439.73
2016/01/03,3843.09
2016/01/03,3396.42
2016/01/02,4814.72
2016/01/02,1609.33
2015/12/29,4223.54
2015/12/29,1540.18
2015/12/27,2312.50
2015/12/26,95.04
2015/12/25,599.07
2015/12/25,3359.20
2015/12/25,2889.67
2015/12/25,2870.51
2015/12/25,2810.75
2015/12/25,199.12
2015/12/24,3987.77
2015/12/24,3198.00
2015/12/24,3145.59
2015/12/24,2415.82
2015/12/23,581.34
2015/12/23,2985.56
2015/12/22,1011.56
2015/12/21,137.33
2015/12/20,4496.29
2015/12/20,3002.43
2015/12/19,2957.30
2015/12/19,1990.56
2015/12/18,4127.10
2015/12/17,2656.62
2015/12/17,1648.32
2015/12/17,1171.62
2015/12/16,235.42
2015/12/16,228.38
2015/12/15,2571.83
2015/12/14,2632.01
2015/12/14,209.84
2015/12/13,3820.95
2015/12/11,2290.16
2015/12/10,4499.47
2015/12/10,403.97
2015/12/10,1908.03
2015/12/09,4612.70
2015/12/09,3082.14
2015/12/09,2017.46
2015/12/07,662.63
2015/12/04,2147.80
2015/12/03,4488.18
2015/12/01,367.38
2015/11/30,2987.17
2015/11/30,2288.14
2015/11/29,4760.13
2015/11/29,4414.28
2015/11/28,709.45
2015/11/28,4597.72
2015/11/26,2470.01
2015/11/25,744.44
2015/11/24,98.57
2015/11/24,4395.10
2015/11/24,4213.79
2015/11/24,4051.33
2015/11/24,118.08
2015/11/23,4865.05
2015/11/23,3340.74
2015/11/22,1387.43
2015/11/21,86.81
2015/11/21,577.65
2015/11/21,3654.91
2015/11/21,2486.87
2015/11/20,4422.01
2015/11/20,1635.83
2015/11/19,67.13
2015/11/19,3148.51
2015/11/18,3978.41
2015/11/18,2304.47
2015/11/18,2239.29
2015/11/17,1761.10
2015/11/16,3866.97
2015/11/16,3283.05
2015/11/15,861.95
2015/11/12,354.21
2015/11/11,526.19
2015/11/11,4579.92
2015/11/11,3321.14
2015/11/10,513.53
2015/11/10,2254.74
2015/11/09,4756.39
2015/11/09,4564.63
2015/11/09,364.78
2015/11/09,2364.48
2015/11/08,968.01
2015/11/06,3325.42
2015/11/06,2363.25
2015/11/06,2211.50
2015/11/05,3550.64
2015/11/04,3594.62
2015/11/03,4290.99
2015/11/03,1216.47
2015/11/02,702.14
2015/11/01,789.29
2015/10/31,696.17
2015/10/30,4689.29
2015/10/30,3014.72
2015/10/30,3011.99
2015/10/30,2538.83
2015/10/30,2016.37
2015/10/29,3315.82
2015/10/28,3200.88
2015/10/28,1594.92
2015/10/27,459.56
2015/10/27,4384.86
2015/10/27,4115.93
2015/10/26,1739.49
2015/10/26,1427.54
2015/10/26,1282.93
2015/10/25,3598.92
2015/10/24,2591.28
2015/10/24,1082.88
2015/10/23,1615.29
2015/10/21,4583.36
2015/10/21,2491.17
2015/10/20,2008.80
2015/10/20,1290.57
2015/10/19,117.46
2015/10/18,781.46
2015/10/18,231.02
2015/10/17,634.72
2015/10/15,2875.97
2015/10/15,2543.56
2015/10/14,1775.24
2015/10/13,688.09
2015/10/13,684.32
2015/10/13,3323.84
2015/10/13,2846.22
2015/10/13,281.47
2015/10/13,1302.37
2015/10/12,4087.02
2015/10/11,2883.97
2015/10/09,3907.13
2015/10/09,147.10
2015/10/07,907.14
2015/10/07,4143.80
2015/10/07,3399.49
2015/10/07,1336.33
2015/10/07,1274.46
2015/10/06,1895.58
2015/10/05,784.87
2015/10/05,344.06
2015/10/01,4756.71
2015/09/29,696.98
2015/09/29,2796.93
2015/09/29,1564.17
2015/09/29,1518.38
2015/09/28,418.76
2015/09/27,1689.13
2015/09/26,3685.87
2015/09/26,3599.52
2015/09/25,3881.67
2015/09/24,31.87
2015/09/23,221.27
2015/09/23,1972.39
2015/09/21,2695.81
2015/09/21,2610.19
2015/09/20,729.18
2015/09/20,4628.32
2015/09/20,2391.23
2015/09/19,3856.57
2015/09/19,1800.97
2015/09/17,3581.07
2015/09/17,1052.46
2015/09/16,4733.19
2015/09/16,2249.67
2015/09/16,1297.19
2015/09/16,1052.85
2015/09/15,597.47
2015/09/15,3785.45
2015/09/14,514.33
2015/09/14,3554.72
2015/09/13,3856.03
2015/09/12,704.49
2015/09/12,352.25
2015/09/11,686.63
2015/09/11,3984.76
2015/09/11,3923.24
2015/09/10,3227.55
2015/09/09,4726.22
2015/09/09,2485.13
2015/09/09,1490.23
2015/09/08,4603.68
2015/09/08,3703.31
2015/09/08,1952.26
2015/09/08,1902.74
2015/09/07,1173.62
2015/09/06,967.90
2015/09/06,771.86
2015/09/05,4054.43
2015/09/05,2405.37
2015/09/04,4462.76
2015/09/04,3539.98
2015/09/04,3528.72
2015/09/03,561.65
2015/09/03,3188.49
2015/09/03,1347.62
2015/09/02,3941.85
2015/09/02,3719.03
2015/09/02,2284.88
2015/09/02,1460.78
2015/09/01,4832.98
2015/09/01,4531.78
2015/09/01,243.65
2015/08/31,3836.33
2015/08/31,3245.73
2015/08/31,1095.37
2015/08/30,64.50
2015/08/29,3622.17
2015/08/29,2947.37
2015/08/29,1923.40
2015/08/28,4322.44
2015/08/28,4252.92
2015/08/28,3712.23
2015/08/27,3134.75
2015/08/27,2789.92
2015/08/26,892.53
2015/08/26,3020.47
2015/08/25,2507.40
2015/08/23,733.79
2015/08/23,3614.69
2015/08/22,972.18
2015/08/22,686.33
2015/08/22,4804.06
2015/08/22,1366.47
2015/08/17,4409.20
2015/08/15,4201.76
2015/08/14,4668.49
2015/08/14,3775.09
2015/08/14,1927.63
2015/08/13,4150.80
2015/08/13,3068.55
2015/08/13,2492.49
2015/08/13,1636.89
